,0
nanotechnology,0.969753812456991
jp,0.9612652225059372
usa,0.9532116061107789
ict,0.9474054225799058
session_chair,0.9212633601483708
infectious_disease,0.9056641570132713
de,0.9038628814596693
executive_officer,0.8916845209158639
internet,0.8879977364197583
u,0.8750526447478321
century,0.8676383725059894
uk,0.8553766833795703
minister,0.8498867696201587
said,0.8212712163782767
developing_country,0.8098468274943447
